year,origin_geoid,dest_geoid,flow,origin_name,dest_name
2018,53009,35059,525,Clallam County,Union County
2018,13199,53009,116,Meriwether County,Clallam County
2018,35015,53009,228,Eddy County,Clallam County
2018,53027,53009,119,Grays Harbor County,Clallam County
2019,27053,53009,523,Hennepin County,Clallam County
2019,23001,53009,564,Androscoggin County,Clallam County
2019,51790,53009,853,Staunton city,Clallam County
2019,06027,53009,33,Inyo County,Clallam County
2019,01123,53009,582,Tallapoosa County,Clallam County
2020,53009,10001,866,Clallam County,Kent County
2020,53009,48411,670,Clallam County,San Saba County
2020,72021,53009,40,Bayamón Municipio,Clallam County
2020,15005,53009,281,Kalawao County,Clallam County
2018,42123,53027,70,Warren County,Grays Harbor County
2018,53027,18079,223,Grays Harbor County,Jennings County
2019,06027,53027,107,Inyo County,Grays Harbor County
2019,48371,53027,570,Pecos County,Grays Harbor County
2020,53027,16009,302,Grays Harbor County,Benewah County
2020,53027,37091,137,Grays Harbor County,Hertford County
2020,51025,53027,855,Brunswick County,Grays Harbor County
2018,38083,53061,673,Sheridan County,Snohomish County
2018,37021,53061,803,Buncombe County,Snohomish County
2018,53061,42081,357,Snohomish County,Lycoming County
2019,31079,53061,270,Hall County,Snohomish County
2019,51163,53061,992,Rockbridge County,Snohomish County
2019,53061,24003,263,Snohomish County,Anne Arundel County
2020,53061,16009,657,Snohomish County,Benewah County
2020,35059,53061,270,Union County,Snohomish County
2018,15009,53053,218,Maui County,Pierce County
2018,25023,53053,144,Plymouth County,Pierce County
2018,21081,53053,958,Grant County,Pierce County
2018,18089,53053,68,Lake County,Pierce County
2018,37089,53053,861,Henderson County,Pierce County
2019,04003,53053,821,Cochise County,Pierce County
2019,53053,50003,735,Pierce County,Bennington County
2019,13113,53053,338,Fayette County,Pierce County
2019,53053,22117,164,Pierce County,Washington Parish
2019,53053,50019,913,Pierce County,Orleans County
2020,30025,53053,273,Fallon County,Pierce County
2020,53053,39153,244,Pierce County,Summit County
2020,53053,02150,143,Pierce County,Kodiak Island Borough
2018,53013,49017,659,Columbia County,Garfield County
2018,53013,28009,731,Columbia County,Benton County
2018,23023,53013,84,Sagadahoc County,Columbia County
2018,56017,53013,395,Hot Springs County,Columbia County
2019,53013,46003,408,Columbia County,Aurora County
2019,53013,01081,262,Columbia County,Lee County
2019,53013,29009,479,Columbia County,Barry County
2020,36025,53013,63,Delaware County,Columbia County
2020,34003,53013,163,Bergen County,Columbia County
2020,01033,53013,793,Colbert County,Columbia County
2020,50009,53013,599,Essex County,Columbia County
2018,01091,53055,63,Marengo County,San Juan County
2018,49019,53055,340,Grand County,San Juan County
2018,02220,53055,188,Sitka City and Borough,San Juan County
2018,53055,08023,834,San Juan County,Costilla County
2019,53055,32023,790,San Juan County,Nye County
2019,01025,53055,340,Clarke County,San Juan County
2019,36001,53055,636,Albany County,San Juan County
2020,53055,20107,778,San Juan County,Linn County
2020,42091,53055,736,Montgomery County,San Juan County
2020,46129,53055,395,Walworth County,San Juan County
2020,31089,53055,119,Holt County,San Juan County
2020,31021,53055,402,Burt County,San Juan County
2018,56019,53049,718,Johnson County,Pacific County
2018,17181,53049,522,Union County,Pacific County
2018,53049,01019,116,Pacific County,Cherokee County
2018,53049,39037,735,Pacific County,Darke County
2018,25003,53049,47,Berkshire County,Pacific County
2019,53049,33019,41,Pacific County,Sullivan County
2019,41043,53049,492,Linn County,Pacific County
2019,22105,53049,136,Tangipahoa Parish,Pacific County
2019,19125,53049,757,Marion County,Pacific County
2020,53049,72001,587,Pacific County,Adjuntas Municipio
2020,53049,41063,503,Pacific County,Wallowa County
2020,23029,53049,394,Washington County,Pacific County
2020,53049,24021,860,Pacific County,Frederick County
2020,53049,21021,154,Pacific County,Boyle County
2018,27053,53031,234,Hennepin County,Jefferson County
2018,53031,35023,572,Jefferson County,Hidalgo County
2018,53031,06011,384,Jefferson County,Colusa County
2018,53031,21009,869,Jefferson County,Barren County
2018,45079,53031,419,Richland County,Jefferson County
2019,53031,53013,790,Jefferson County,Columbia County
2019,53031,18053,871,Jefferson County,Grant County
2019,53031,13261,541,Jefferson County,Sumter County
2019,53031,02090,838,Jefferson County,Fairbanks North Star Borough
2019,53031,56019,218,Jefferson County,Johnson County
2020,22001,53031,86,Acadia Parish,Jefferson County
2020,53031,22089,858,Jefferson County,St. Charles Parish
2020,53031,32029,900,Jefferson County,Storey County
2020,53031,50017,519,Jefferson County,Orange County
2018,54063,46137,32,Monroe County,Ziebach County
2018,18053,54063,949,Grant County,Monroe County
2018,46127,54063,267,Union County,Monroe County
2019,51083,54063,676,Halifax County,Monroe County
2019,32023,54063,214,Nye County,Monroe County
2019,54063,47091,840,Monroe County,Johnson County
2019,54063,24025,169,Monroe County,Harford County
2020,54063,49053,952,Monroe County,Washington County
2020,54063,72059,298,Monroe County,Guayanilla Municipio
2018,54011,12083,165,Cabell County,Marion County
2018,51087,54011,963,Henrico County,Cabell County
2018,54011,23027,93,Cabell County,Waldo County
2018,54011,33001,490,Cabell County,Belknap County
2018,72001,54011,76,Adjuntas Municipio,Cabell County
2019,26057,54011,686,Gratiot County,Cabell County
2019,06001,54011,772,Alameda County,Cabell County
2019,72025,54011,459,Caguas Municipio,Cabell County
2019,31135,54011,19,Perkins County,Cabell County
2020,54011,56025,168,Cabell County,Natrona County
2020,05127,54011,747,Scott County,Cabell County
2020,54011,06011,222,Cabell County,Colusa County
2018,54065,39045,523,Morgan County,Fairfield County
2018,72131,54065,432,San Sebastián Municipio,Morgan County
2018,49033,54065,988,Rich County,Morgan County
2018,10001,54065,741,Kent County,Morgan County
2019,54065,46027,529,Morgan County,Clay County
2019,19191,54065,902,Winneshiek County,Morgan County
2019,54065,35031,354,Morgan County,McKinley County
2019,54065,50003,809,Morgan County,Bennington County
2020,17061,54065,62,Greene County,Morgan County
2020,54065,51105,97,Morgan County,Lee County
2020,32031,54065,753,Washoe County,Morgan County
2020,34033,54065,800,Salem County,Morgan County
2020,54065,38025,711,Morgan County,Dunn County
2018,54027,22025,894,Hampshire County,Catahoula Parish
2018,31021,54027,822,Burt County,Hampshire County
2018,54027,34007,218,Hampshire County,Camden County
2019,54027,06001,891,Hampshire County,Alameda County
2019,39037,54027,275,Darke County,Hampshire County
2020,54027,45017,624,Hampshire County,Calhoun County
2020,54027,38035,217,Hampshire County,Grand Forks County
2018,54039,36011,971,Kanawha County,Cayuga County
2018,05009,54039,171,Boone County,Kanawha County
2018,54039,30011,847,Kanawha County,Carter County
2019,54039,12027,136,Kanawha County,DeSoto County
2019,54039,25025,151,Kanawha County,Suffolk County
2019,54039,26045,357,Kanawha County,Eaton County
2019,54039,20129,773,Kanawha County,Morton County
2019,35039,54039,638,Rio Arriba County,Kanawha County
2020,54039,37107,953,Kanawha County,Lenoir County
2020,35001,54039,136,Bernalillo County,Kanawha County
2018,24035,54099,840,Queen Anne's County,Wayne County
2018,13191,54099,136,McIntosh County,Wayne County
2018,49043,54099,530,Summit County,Wayne County
2018,46013,54099,706,Brown County,Wayne County
2019,34011,54099,494,Cumberland County,Wayne County
2019,54099,19081,367,Wayne County,Hancock County
2019,54099,09015,409,Wayne County,Windham County
2020,54099,40071,769,Wayne County,Kay County
2020,53027,54099,866,Grays Harbor County,Wayne County
2020,02090,54099,206,Fairbanks North Star Borough,Wayne County
2020,54099,27009,841,Wayne County,Benton County
2018,36119,54083,456,Westchester County,Randolph County
2018,42123,54083,907,Warren County,Randolph County
2019,54083,12129,671,Randolph County,Wakulla County
2019,54027,54083,754,Hampshire County,Randolph County
2019,54083,50011,675,Randolph County,Franklin County
2019,12075,54083,832,Levy County,Randolph County
2020,38087,54083,678,Slope County,Randolph County
2020,48403,54083,307,Sabine County,Randolph County
2018,54053,26061,154,Mason County,Houghton County
2018,33005,54053,843,Cheshire County,Mason County
2018,54053,30039,253,Mason County,Granite County
2018,23029,54053,516,Washington County,Mason County
2019,54053,24003,828,Mason County,Anne Arundel County
2019,54053,29081,220,Mason County,Harrison County
2019,54053,17061,549,Mason County,Greene County
2019,54053,22033,727,Mason County,East Baton Rouge Parish
2019,54053,33011,722,Mason County,Hillsborough County
2020,31081,54053,879,Hamilton County,Mason County
2020,72153,54053,402,Yauco Municipio,Mason County
2020,30025,54053,556,Fallon County,Mason County
2020,54053,02275,472,Mason County,Wrangell City and Borough
2018,54087,12075,432,Roane County,Levy County
2018,54087,12091,445,Roane County,Okaloosa County
2018,31111,54087,442,Lincoln County,Roane County
2019,54065,54087,801,Morgan County,Roane County
2019,29163,54087,675,Pike County,Roane County
2019,16025,54087,27,Camas County,Roane County
2019,53067,54087,448,Thurston County,Roane County
2019,06025,54087,342,Imperial County,Roane County
2020,30067,54087,954,Park County,Roane County
2020,06093,54087,74,Siskiyou County,Roane County
2020,13105,54087,865,Elbert County,Roane County
2020,48411,54087,549,San Saba County,Roane County
2018,54025,40095,219,Greenbrier County,Marshall County
2018,54025,19129,304,Greenbrier County,Mills County
2018,54025,24021,669,Greenbrier County,Frederick County
2018,38065,54025,804,Oliver County,Greenbrier County
2018,54025,15003,964,Greenbrier County,Honolulu County
2019,54025,06105,768,Greenbrier County,Trinity County
2019,01123,54025,44,Tallapoosa County,Greenbrier County
2019,54025,16009,370,Greenbrier County,Benewah County
2019,54025,13299,429,Greenbrier County,Ware County
2020,54025,44001,248,Greenbrier County,Bristol County
2020,25009,54025,338,Essex County,Greenbrier County
2020,13199,54025,880,Meriwether County,Greenbrier County
2020,54025,27045,868,Greenbrier County,Fillmore County
2020,54025,06011,699,Greenbrier County,Colusa County
2018,55009,09013,872,Brown County,Tolland County
2018,55009,31135,457,Brown County,Perkins County
2018,23029,55009,834,Washington County,Brown County
2019,55009,51163,736,Brown County,Rockbridge County
2019,55009,27021,584,Brown County,Cass County
2019,55009,44003,779,Brown County,Kent County
2020,55009,22105,814,Brown County,Tangipahoa Parish
2020,31145,55009,570,Red Willow County,Brown County
2020,55009,41061,129,Brown County,Union County
2020,55009,30089,376,Brown County,Sanders County
2018,55123,04011,112,Vernon County,Greenlee County
2018,05129,55123,892,Searcy County,Vernon County
2019,22089,55123,460,St. Charles Parish,Vernon County
2019,55123,41063,438,Vernon County,Wallowa County
2019,06093,55123,279,Siskiyou County,Vernon County
2019,46137,55123,360,Ziebach County,Vernon County
2019,55123,49045,890,Vernon County,Tooele County
2020,55123,44001,839,Vernon County,Bristol County
2020,08011,55123,987,Bent County,Vernon County
2020,55123,39053,517,Vernon County,Gallia County
2020,55123,04009,618,Vernon County,Graham County
2018,33011,55037,416,Hillsborough County,Florence County
2018,55037,34003,56,Florence County,Bergen County
2018,48013,55037,746,Atascosa County,Florence County
2019,19001,55037,338,Adair County,Florence County
2019,12083,55037,345,Marion County,Florence County
2019,45089,55037,307,Williamsburg County,Florence County
2019,35001,55037,111,Bernalillo County,Florence County
2019,42019,55037,331,Butler County,Florence County
2020,26037,55037,267,Clinton County,Florence County
2020,15007,55037,511,Kauai County,Florence County
2020,55037,54025,47,Florence County,Greenbrier County
2020,41071,55037,123,Yamhill County,Florence County
2018,05139,55001,987,Union County,Adams County
2018,55001,41017,810,Adams County,Deschutes County
2018,55123,55001,246,Vernon County,Adams County
2018,04017,55001,133,Navajo County,Adams County
2019,55001,32031,880,Adams County,Washoe County
2019,12027,55001,762,DeSoto County,Adams County
2019,34023,55001,462,Middlesex County,Adams County
2020,55001,72021,508,Adams County,Bayamón Municipio
2020,55001,29009,780,Adams County,Barry County
2020,20209,55001,309,Wyandotte County,Adams County
2020,55001,31135,324,Adams County,Perkins County
2020,39021,55001,830,Champaign County,Adams County
2018,30001,55057,918,Beaverhead County,Juneau County
2018,55057,02282,656,Juneau County,Yakutat City and Borough
2018,41035,55057,966,Klamath County,Juneau County
2018,12011,55057,256,Broward County,Juneau County
2019,55057,51065,930,Juneau County,Fluvanna County
2019,55057,19169,86,Juneau County,Story County
2019,06089,55057,409,Shasta County,Juneau County
2020,55057,02070,666,Juneau County,Dillingham Census Area
2020,55057,47091,572,Juneau County,Johnson County
2020,24035,55057,821,Queen Anne's County,Juneau County
2018,55099,41035,663,Price County,Klamath County
2018,13061,55099,601,Clay County,Price County
2018,55099,44003,445,Price County,Kent County
2018,25001,55099,780,Barnstable County,Price County
2019,55099,45053,888,Price County,Jasper County
2019,55099,02070,856,Price County,Dillingham Census Area
2019,37089,55099,794,Henderson County,Price County
2019,55099,25009,116,Price County,Essex County
2019,25023,55099,140,Plymouth County,Price County
2020,55099,35028,611,Price County,Los Alamos County
2020,05129,55099,890,Searcy County,Price County
2020,55099,12075,583,Price County,Levy County
2020,55099,33007,451,Price County,Coos County
2018,55021,53027,365,Columbia County,Grays Harbor County
2018,55021,01011,645,Columbia County,Bullock County
2019,55021,09013,192,Columbia County,Tolland County
2019,29141,55021,303,Morgan County,Columbia County
2019,01033,55021,699,Colbert County,Columbia County
2019,55021,31001,269,Columbia County,Adams County
2020,55021,35023,560,Columbia County,Hidalgo County
2020,55025,55021,310,Dane County,Columbia County
